type,subject,format,question,answer
bonus,math,Short Answer,8) Math – Short Answer Simplify the fraction with numerator 2 + √2 and denominator 2 – √2.,3 + 2√2 (ACCEPT: 2√2 + 3)
toss-up,energy,Short Answer,"10) Physical Science – Short Answer What type of electrical device stores electrical energy in the form of an electric field, such as between two conducting plates?",CAPACITOR
bonus,energy,Short Answer,"10) Physical Science – Short Answer If a 50-kilogram person expends 1000 joules of energy climbing up stairs, then to the nearest meter, what is the maximum theoretical height the person could climb?",2
toss-up,math,Short Answer,"12) Math – Short Answer Rounded to the nearest 100, what is 417 times 8?",3300
bonus,math,Short Answer,"12) Math – Short Answer A cube and a right rectangular prism have the same volume. If the dimensions of the prism are 6, 10, and 12, what is the length of each edge of the cube?",2 TIMES THE CUBE ROOT OF 90
toss-up,math,Short Answer,17) Math – Short Answer What is the remainder when 86 is divided by 14?,2
bonus,math,Short Answer,17) Math – Short Answer What is the area of a right triangle with hypotenuse of length 13 and one leg of length 11?,"22√3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"18) Energy – Multiple Choice Nuclear power plants in the United States typically either generate power at their full rated capacity, or not at all, even though they have the capability to vary power output. Researchers at Argonne National Lab recently conducted a study that demonstrated the benefits of varying power output to help grid operators rebalance supply and demand in response to unexpected power events. Which of the following alternative energy sources, if attached to the grid, would be most likely to result in unplanned surpluses or shortfalls? W) Biofuel X) Geothermal Y) Wind Z) Biomass",Y) WIND
bonus,energy,Multiple Choice,18) Energy – Multiple Choice Los Alamos National Lab researchers are studying a group of pumps known as RND efflux pumps. These proteins perform which of the following types of transport? W) Passive diffusion X) Osmosis Y) Active transport Z) Facilitated diffusion,Y) ACTIVE TRANSPORT
toss-up,math,Short Answer,"21) Math – Short Answer What is the degree of the product of the three binomials x + 3, x6 – 7x2, and x4 – 12?",11
bonus,math,Short Answer,"21) Math – Short Answer All 24 people at a party want to shake hands with everyone else. To accomplish this, how many handshakes must take place?","276
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,2) Math – Short Answer A number is 12 more than 4 times the number. What is the number?,–4
bonus,math,Short Answer,2) Math – Short Answer Two cards are drawn at random without replacement from a standard deck. What is the probability that they share the same color or the same face value?,9/17
toss-up,energy,Short Answer,4) Energy – Short Answer Biologists at Oak Ridge National Lab were the first to identify and culture a novel oral pathogen Desulfobulbus oralis[dee-sulfoh-bulb-us or-AL-is]. In what domain of life is this Gram-negative organism found?,BACTERIA (ACCEPT: EUBACTERIA)
bonus,energy,Multiple Choice,"4) Energy – Multiple Choice Scientists at the National Renewable Energy Laboratory are trying to prevent corrosion in the next generation of instruments concentrating solar power, which require the use of high temperature fluids like molten salts. Which of the following is the purpose of these high temperature fluids? W) Heat thermoelectric materials X) Cool down the solar cells Y) Boil water to steam Z) Heat residential buildings",Y) BOIL WATER TO STEAM
toss-up,math,Short Answer,8) Math – Short Answer Identify all of the following 3 types of numbers that both 5/13 and 1/8 are: 1) Rational; 2) Irrational; 3) Real.,1 AND 3
bonus,math,Short Answer,"8) Math – Short Answer 79 teams play in a single-elimination tournament; that is, each game is played by two teams, and the losing team is eliminated. Some teams have byes in the first round and don’t have to play, but, after the first round, each remaining team plays every round until they are eliminated. How many games are played in the first round?",15
toss-up,energy,Short Answer,"10) Energy – Short Answer Scientists at Argonne National Lab are studying the secondary metabolites of Streptococcus [strep-toh-KAW-kus], a bacterium with a large amount of peptidoglycan [pep-tid-oh-GLY-cun] in its cell wall. In a classical Gram stain, what color would this bacterium be stained?",PURPLE (ACCEPT: VIOLET)
bonus,energy,Short Answer,10) Energy – Short Answer Scientists at Idaho National Lab have developed a new method to recycle rare metals present in electronics. Their method involves using an electric current to reduce the precious metals and reform them at the cathode. What is this general process of metal refining called?,ELECTROLYSIS
toss-up,math,Multiple Choice,11) Math – Multiple Choice What is the equation of the axis of symmetry for the graph of y = x2 – 10x – 24? W) x = –12 X) x = –5 Y) x = 5 Z) x = 12,Y) x = 5
bonus,math,Short Answer,11) Math – Short Answer A regular polygon with 24 sides has exterior angles of what degree measure?,"15
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,12) Earth and Space – Short Answer What is the primary mode of energy transport near the Sun’s core?,RADIATION
toss-up,math,Short Answer,"14) Math – Short Answer Two triangles have identical corresponding angle measures. The larger triangle has sides of lengths 6, 8, and 10. The smaller triangle has smallest side of length 5. What is the perimeter of the smaller triangle?",20
bonus,math,Short Answer,"14) Math – Short Answer Given the linear function f of x = –5x + b, where b is a real number, if f of 2 = 13, what is f of 7?",–12
toss-up,energy,Multiple Choice,17) Energy – Multiple Choice Scientists at Savannah River National Lab are studying new ways of separating and storing tritium [TRIH-tee-um] gas. Which of the following correctly describes the constituent particles in a nucleus of tritium? W) One proton and one neutron X) One proton and two neutrons Y) Two protons and one neutron Z) Two protons and three neutrons,X) ONE PROTON AND TWO NEUTRONS
bonus,energy,Short Answer,"17) Energy – Short Answer Researchers at Ames Lab are using the Mossbauer effect to study metals. In this effect, a nucleus absorbs what particle without experiencing any recoil?","PHOTON
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"19) Math – Short Answer If f of x equals x + 4 and g of x equals 2x – 3, what is f of g of 5?",11
bonus,math,Short Answer,19) Math – Short Answer What is the median of the first 10 cubes of positive integers?,"170.5 (ACCEPT: 341/2, 170 ½)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,1) Math – Short Answer What is 23% of 4?,0.92 (ACCEPT: 23/25)
bonus,math,Short Answer,"1) Math – Short Answer A ball is dropped from the top of a 45-meter-tall building. After each bounce, it reaches one-third of the height from which it previously fell. In meters, what is the total vertical distance the ball has traveled when it hits the ground for the 3rd time?","85
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"4) Energy – Short Answer In order to indirectly measure the average kinetic energy of atoms in a given location, physicists at Oak Ridge National Lab have developed a device that will produce a nanometer-resolution map of what property of a crystal?",TEMPERATURE
bonus,energy,Short Answer,"4) Energy – Short Answer Scientists at Lawrence Berkeley National Lab at the IceCube experiment are studying high-energy neutrinos. Most high-energy neutrinos are produced by high-energy cosmic interactions, while low-energy neutrinos detected on Earth are primarily produced from nuclear reactors and what other major source?",SUN
toss-up,math,Multiple Choice,"7) Math – Multiple Choice Which of the following statements is logically equivalent to ""If T is a leopard, then T has spots""? W) If T has spots, then T is a leopard. X) If T is not a leopard, then T does not have spots. Y) If T does not have spots, then T is not a leopard. Z) If T does not have spots, then T is a leopard.","Y) IF T DOES NOT HAVE SPOTS, THEN T IS NOT A LEOPARD."
bonus,math,Short Answer,7) Math – Short Answer A pyramid with 36 edges has how many vertices?,"19
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"9) Energy – Short Answer Researchers at Princeton Plasma Physics Lab are attempting to understand fluid flow in the non-laminar regime. This regime of flow, in which fluid velocity and pressure change chaotically, is called what?",TURBULENCE
bonus,energy,Multiple Choice,"9) Energy – Multiple Choice Ames National Lab researchers are studying alane, or aluminum hydride. This substance is generally used in synthetic chemistry labs to perform what chemical role? W) Reducing agent X) Oxidizing agent Y) Combustion catalyst Z) Heterogeneous [hetero-JEE-nee-us] catalyst","W) REDUCING AGENT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"12) Energy – Short Answer Scientists at Pacific Northwest National Lab are studying blue-green algae, which are actually part of what domain?",BACTERIA (ACCEPT: EUBACTERIA)
bonus,energy,Short Answer,12) Energy – Short Answer Scientists at Idaho National Lab are developing uranium silicide fuel pellets for next-generation nuclear reactors to replace current uranium dioxide fuel pellets. What is the oxidation state of uranium metal in uranium dioxide?,+4 (ACCEPT: 4)
toss-up,math,Short Answer,14) Math – Short Answer What is the tenth term in the geometric sequence with first term –6 and common ratio –1?,6
bonus,math,Short Answer,14) Math – Short Answer What are all single-digit base-10 positive integer values of B for which the base B number three-one is a perfect square?,5 AND 8
toss-up,math,Short Answer,"17) Math – Short Answer When x2 – 2x + 3 is divided by x – 2, what is the remainder?",3
bonus,math,Short Answer,"17) Math – Short Answer To the nearest whole number, 111 kilometers per hour is how many meters per second?","31
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,20) Math – Short Answer What fraction is halfway between 1/8 and 1/10?,9/80
bonus,math,Short Answer,"20) Math – Short Answer To the nearest integer, what is the length of a space diagonal in a right rectangular prism with edges of length 4, 9, and 12?",16
toss-up,math,Short Answer,"1) Math – Short Answer The point (4, 2) is reflected through the y-axis and then reflected through the line y = x. What are the coordinates of the resulting point?","(2, –4) (ACCEPT: x = 2 AND y = –4)"
bonus,math,Short Answer,1) Math – Short Answer Convert 204 in base 10 to base 6.,"FIVE-FOUR-ZERO (ACCEPT: 540)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,5) Energy – Multiple Choice Scientists at Los Alamos National Lab are measuring the flux of charged particles entering Earth’s upper atmosphere. Most of these charged particles come from which of the following? W) Nearby pulsars X) Radioactive decay of elements Y) Active galactic nuclei Z) Solar wind,Z) SOLAR WIND
bonus,energy,Short Answer,5) Energy – Short Answer Researchers at Princeton Plasma Physics Lab are studying how planets must be shielded from their star's stellar wind to support life. What region surrounding Earth shields it from the solar wind?,"MAGNETOSPHERE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"8) Math – Short Answer According to the division algorithm, when an integer is divided by 12, what are the largest and smallest possible remainders, respectively?","LARGEST = 11, SMALLEST = 0"
bonus,math,Short Answer,"8) Math – Short Answer What is the slope-intercept equation of the line that contains points (–3, –25) and (2, 20)?",y = 9x + 2
toss-up,energy,Short Answer,10) Energy – Short Answer Researchers at Oak Ridge National Lab have recently reported a new catalyst that can convert methane to what single-carbon alcohol?,"METHANOL (ACCEPT: CH OH)
3"
bonus,energy,Short Answer,"10) Energy – Short Answer The Axion Dark Matter Experiment, or ADMX, has achieved a milestone: it is the first experiment to have achieved the necessary sensitivity to detect theorized dark matter particles, known as axions. What part of the galaxy is thought to be made of axions?",GALACTIC HALO (ACCEPT: HALO)
toss-up,math,Short Answer,"13) Math – Short Answer Simplify the following expression: log base 3 of open parenthesis, 1 over 4x, close parenthesis, plus log base 3 of open parenthesis, 36x, close parenthesis.",2
bonus,math,Short Answer,13) Math – Short Answer What is the sum of the first 8 terms of the geometric sequence with first term –2 and common ratio –2?,"170
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,14) Energy – Multiple Choice Researchers at SLAC National Accelerator Laboratory have developed a new electron gun that uses a superconducting chamber made from niobium [nye-OH-bee-um] metal. How did the scientists lower the electrical resistance of the niobium to nearly zero? W) Subjected the niobium to intense pressures X) Heated the niobium to 1000 degrees Celsius Y) Cooled the niobium to 4 kelvins Z) Bombarded the niobium with neutrons,Y) COOLED THE NIOBIUM TO 4 KELVINS
bonus,energy,Short Answer,14) Energy – Short Answer Biologists at Pacific Northwest National Lab are studying the H5N1 influenza virus. What protein does the “N” in this virus refer to?,NEURAMINIDASE
toss-up,math,Short Answer,18) Math – Short Answer How many faces does a pentagonal pyramid have?,6
bonus,math,Short Answer,"18) Math – Short Answer How many positive integers can be formed using only the digits 1, 2, and 3, at most once each?",15
toss-up,math,Short Answer,"22) Math – Short Answer If a triangle has two sides with respective lengths of 20 and 13, what is the maximum possible integer length of the third side?",32
bonus,math,Short Answer,22) Math – Short Answer Three cats and three dogs are to be placed in a line. How many arrangements have all of the cats grouped together?,144
toss-up,math,Short Answer,"3) Math – Short Answer What is the smallest positive integer that is 1 more than a multiple of 3, and 1 less than a multiple of 7?",13
bonus,math,Short Answer,"3) Math – Short Answer One angle of an isosceles triangle measures 68 degrees. In degrees, what are the possible measures of the smallest angle of the triangle?","44 AND 56
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,5) Energy – Multiple Choice Researchers at Thomas Jefferson National Accelerator Facility recently completed the 12 giga-electron-volt upgrade of the Continuous Electron Beam Accelerator Facility. To which of the following does the 12 giga-electron-volts best correspond? W) Number of electrons in the beam X) Charge of the electrons Y) Potential energy of the electrons Z) Kinetic energy of the electrons,Z) KINETIC ENERGY OF THE ELECTRONS
bonus,energy,Multiple Choice,"5) Energy – Multiple Choice Ames National Lab scientists have developed a method for cheaply synthesizing materials, such as sodium hydride and potassium hydride. These can be classified as which of the following? W) Strong acids X) Strong ligands Y) Alkali metal hydrides Z) Rare earth hydrides","Y) ALKALI METAL HYDRIDES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Short Answer,"7) Physical Science – Short Answer To the nearest kilojoule, how much energy is required to heat 75 milliliters of water from 25 degrees Celsius to 40 degrees Celsius?","5
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,8) Energy – Short Answer Scientists at the National Renewable Energy Lab investigated a biomolecule that catalyzes the degradation of the plastic PET. What is the general name for this type of biological catalyst?,ENZYME
bonus,energy,Short Answer,"8) Energy – Short Answer Researchers at Idaho National Laboratory have developed a more efficient, lower-temperature method to crack hydrocarbons that uses 65 percent less energy and reduces the carbon footprint by 98 percent. In this process, natural gas is a source for ethane, which is cracked to produce ethylene. To what general hydrocarbon classes do ethane and ethylene, respectively, belong?",ALKANE (ETHANE) AND ALKENE (ETHYLENE)
toss-up,math,Multiple Choice,"9) Math – Multiple Choice Which of the following statements is equivalent to the negation of the statement ""P and Q""? W) not P and not Q X) not P or not Q Y) P or not Q Z) P or Q",X) NOT P OR NOT Q
bonus,math,Short Answer,"9) Math – Short Answer At what value of y does the line that contains the points (–3, 5) and (5, 16) cross the y-axis?","73/8 (ACCEPT: 9 1/8, 9.125)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,12) Math – Short Answer An isosceles trapezoid has an interior angle measuring 136 degrees. What is the degree measure of its smallest interior angle?,44
bonus,math,Short Answer,"12) Math – Short Answer If log A = 1.2, log B = 2.1, and log C = 3.7, what is the log of the fraction with numerator AB2 and denominator C?","1.7 (ACCEPT: 1 7/10, 17/10)"
toss-up,energy,Short Answer,"13) Energy – Short Answer Fermi National Lab scientists demonstrated the accuracy of a theory called quantum chromodynamics, which is primarily relevant to the interactions of what fundamental force?",STRONG (ACCEPT: STRONG NUCLEAR)
bonus,energy,Short Answer,13) Energy – Short Answer Scientists at Lawrence Berkeley National Lab are modeling the development of tropical cyclones and hurricanes. These types of storms are classified according to what severity scale?,"SAFFIR-SIMPSON (ACCEPT: SSHWS, SAFFIR-SIMPSON HURRICANE WIND
SCALE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"15) Math – Short Answer A sphere has a surface area of 60. If its radius is tripled, what is the new surface area?",540
bonus,math,Short Answer,"15) Math – Short Answer A Fibonacci-type sequence has the property that every term starting with the third is the sum of the previous two terms. If the seventh term is 45 and the tenth term is 191, what is the fifth term?","17
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"22) Math – Short Answer If the product of two binomials is a2 – 3a – 180 and one factor is a + 12, what is the other factor?",a – 15
bonus,math,Short Answer,"22) Math – Short Answer To the nearest integer, what is the geometric mean of 9 and 33?",17
toss-up,energy,Multiple Choice,1) Energy – Multiple Choice Scientists at Sandia National Lab are testing to see if electrical stimulation can improve working memory and reasoning skills. What cortex of the brain are they stimulating? W) Parietal [pah-RYE-eht-ul] X) Occipital [aw-SIP-it-ul] Y) Prefrontal Z) Temporal,Y) PREFRONTAL
bonus,energy,Short Answer,1) Energy – Short Answer Chemists at SLAC National Accelerator Laboratory have developed a copper catalyst that converts carbon dioxide to ethanol in an acidic environment. How many electrons are needed to reduce two molecules of carbon dioxide to ethanol in an acidic solution?,"12
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"6) Math – Short Answer If the nth term of a sequence is given by 5n + 7, then what is the 100th term minus the 99th?",5
bonus,math,Short Answer,6) Math – Short Answer Find the y-coordinates of all points of intersection of the parabola y = x2 – 4x – 7 and the line y = –5x – 1.,–11 AND 14
toss-up,energy,Short Answer,7) Energy – Short Answer Scientists at Pacific Northwest National Lab are studying blood samples from patients infected with what virus that causes a deadly hemorrhagic [heh-moor-AJ-ik] fever and is believed to naturally reside in fruit bats?,EBOLA VIRUS (ACCEPT: EBOLA)
bonus,energy,Short Answer,7) Energy – Short Answer The ICARUS [IH-kah-rus] detector is moving to Fermilab from its previous home in CERN. The detector is filled with 760 tonnes of liquid argon to detect what class of particles?,"NEUTRINOS (ACCEPT: STERILE NEUTRINOS)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,10) Energy – Multiple Choice The effect of physiological ions binding to G protein-coupled receptors that transmit information is being studied by researchers at Los Alamos National Laboratory using nuclear magnetic resonance. Which of the following could NOT be an ion they are studying? W) Calcium X) Magnesium Y) Zinc Z) Sulfur,Z) SULFUR
bonus,energy,Short Answer,10) Energy – Short Answer Researchers at Los Alamos National Lab are trying to use muons to study fracture patterns in materials. Muons are most related to what subatomic particle that can be found in hydrogen atoms?,ELECTRON
toss-up,math,Short Answer,11) Math – Short Answer Simplify the fraction with numerator 8 and denominator 4 times the cube root of 4.,CUBE ROOT OF 2
bonus,math,Short Answer,"11) Math – Short Answer Given the following list of 8 values, what is the interquartile range of the list?: 2, 4, 1, 6, 5, 19, 22, 13","13
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"13) Physical Science – Multiple Choice When plotting the energy of the components of a slow reaction, such as the conversion of diamond into graphite, versus the reaction progress, which of the following best represents the shape of the curve? W) Linearly upward X) Linearly downward Y) A trough in the middle Z) A peak in the middle",Z) A PEAK IN THE MIDDLE
toss-up,math,Short Answer,"14) Math – Short Answer If the intercepts of a line are (4, 0) and (0, 4), what is the slope-intercept equation of the line?",y = –x + 4
bonus,math,Short Answer,"14) Math – Short Answer What is the sum of the integers between 6 and 45, inclusive?",1020
toss-up,math,Short Answer,17) Physical Science – Short Answer The trajectory of a projectile that is accelerating only in the vertical direction most resembles what shape of mathematical curve?,PARABOLA
toss-up,math,Short Answer,20) Math – Short Answer What is 132 – 92?,88
bonus,math,Short Answer,"20) Math – Short Answer If the graph of y equals the second-degree polynomial p of x contains the 3 points (0, 0), (3, 0), and (5, 20), what is p of x?",2x2 – 6x
toss-up,math,Multiple Choice,22) Math – Multiple Choice Which of the following is NOT always true regarding parallelograms? W) Consecutive angles are supplementary X) Diagonals are congruent Y) Diagonals bisect each other Z) Opposite angles are congruent,X) DIAGONALS ARE CONGRUENT
bonus,math,Short Answer,22) Math – Short Answer What is the largest integer n such that 5 to the nth power divides 19 factorial?,3
toss-up,energy,Short Answer,"1) Energy – Short Answer Scientists at the National Energy Technology Lab recovered cores from the ocean floor that contain exotic ices. Under the high pressure of the ocean floor, these ices are composed of a molecular cage that traps what combustible gas?","METHANE (ACCEPT: NATURAL GAS, CH )
4"
bonus,energy,Multiple Choice,1) Energy – Multiple Choice Fermi National Lab scientists studied the creation of a top quark by a collision of a proton and an anti-proton. Which of the following particles is created concomitantly [Kon-koh-MIT-ent-lee] in order to obey conservation laws? W) Up quark X) Bottom quark Y) Anti-top quark Z) Strange quark,"Y) ANTI-TOP QUARK
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"6) Math – Short Answer In the set of integers from 1 through 10, inclusive, let A be the set of those that are even, and let B be the set of those that are multiples of 3. How many elements are in A union B?",7
bonus,math,Short Answer,6) Math – Short Answer What are the coordinates of the vertex of the parabola with equation y = 4x2 + 2x – 3?,"(–1/4, –13/4) (ACCEPT: (–1/4, –3 1/4), (–0.25, –3.25))"
toss-up,energy,Multiple Choice,8) Energy – Multiple Choice Scientists at Oak Ridge National Lab are using X-ray diffraction to understand the structure of enzymes that pump antibiotics out of bacteria. Which of the following is TRUE of these enzymes? W) They do not require ATP X) They have become more widespread in response to antibiotic therapy Y) They are fibrous proteins Z) They are made of RNA,"X) THEY HAVE BECOME MORE WIDESPREAD IN RESPONSE TO
ANTIBIOTIC THERAPY"
bonus,energy,Multiple Choice,8) Energy – Multiple Choice Scientists at SLAC have been using machine learning to predict new metallic compounds that are amorphous. Which of the following materials is amorphous? W) Diamond X) Snowflake Y) Glass Z) Table salt,Y) GLASS
toss-up,math,Short Answer,9) Math – Short Answer What are the distinct prime factors of 120?,"2, 3, AND 5"
bonus,math,Short Answer,"9) Math – Short Answer According to Descartes' [day-KARTZ] rule of signs, what are the possible numbers of negative real zeroes the polynomial x5 + 3x4 –3x3 + 2x2 +11x – 13 may have?","2 AND 0 (must give both answers)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,12) Energy – Short Answer Computational scientists at Oak Ridge National Lab are studying transition states in chemical reactions. What class of substances are thought to exert their main effect by binding and stabilizing transition states of chemical reactions?,CATALYSTS (ACCEPT: ENZYMES)
bonus,energy,Short Answer,"12) Energy – Short Answer Scientists at SLAC National Accelerator Lab are analyzing data from the Fermi gamma-ray space telescope. One instrument on board this telescope is used to study long-duration gamma-ray bursts, which are thought to be associated with what type of massive supernova?",HYPERNOVA
toss-up,math,Short Answer,13) Math – Short Answer What is the coefficient of the ab term in the trinomial expansion of open parenthesis 6a – 4b + 5c close parenthesis squared?,–48
bonus,math,Short Answer,"13) Math – Short Answer Madison went shopping in two stores with her birthday gift money. In the first store, she spent two-thirds of what she had plus $2. In the second store, she spent four-fifths of what was left plus $1. She then had $3 left. How many dollars did she begin with?","66
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,18) Math – Short Answer How many edges does a pentagonal prism have?,15
bonus,math,Short Answer,"18) Math – Short Answer How many numbers from 1 to 100, inclusive, are not divisible by 2 or by 3?",33
toss-up,energy,Multiple Choice,20) Physical Science – Multiple Choice Which of the following statements is true of a reaction that has a very large equilibrium constant? W) It requires the input of energy X) It favors formation of reactants Y) It is endergonic Z) It is spontaneous,Z) IT IS SPONTANEOUS
toss-up,math,Short Answer,"21) Math – Short Answer What is the slope of a line perpendicular to the line that contains the points (2, 2) and (4, 9)?",–2/7
bonus,math,Short Answer,"21) Math – Short Answer The numerals for the counting numbers are written in order, beginning with 1. What is the 219th digit written?","9
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"1) Energy – Multiple Choice Researchers at Pacific Northwest National Lab are studying the process of aberrant O-linked glycosylation [glye-kaw-sil-AY-shun] that occurs in some neurodegenerative diseases. In this process, sugars are linked to proteins through oxygen atoms. Which of the following best describes when this process occurs in cells? W) During transcription X) After transcription but before translation Y) During translation Z) After translation",Z) AFTER TRANSLATION
bonus,energy,Multiple Choice,"1) Energy – Multiple Choice Scientists at Oak Ridge National Lab have designed a fuel rod cladding alloy made of iron, chromium, and aluminum to replace current zirconium alloys. Which of the following is the best description of the functionality of the fuel rod cladding? W) Maximal absorption of neutrons X) Minimal absorption of neutrons Y) Low thermal conductivity Z) Low melting temperature","X) MINIMAL ABSORPTION OF NEUTRONS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,2) Math – Short Answer Find the value of the following expression: open parenthesis 113 – 22 close parenthesis divided by 11.,119
bonus,math,Short Answer,2) Math – Short Answer What is the radius of the circle with equation x2 + y2 – 8y – 65 = 0?,9
toss-up,energy,Short Answer,"6) Energy – Short Answer Researchers at SLAC National Accelerator Lab are using ultrashort pulses of an X-ray laser to make videos of molecular reactions in real time. The pulses of photons produced by the laser last 100 attoseconds. Expressing your answer in seconds as 10 raised to the nearest integer power, what is the duration of these pulses?",10 –16
bonus,energy,Short Answer,"6) Energy – Short Answer Researchers at Ames Laboratory recently filed for two patents for a new type of refrigeration technology that could save as much as 30% in energy usage, since, rather than using a heat engine, it uses materials that cool in response to external magnetic fields. What is the term for this type of material?",CALORIC (ACCEPT: MAGNETOCALORIC)
toss-up,math,Short Answer,7) Math – Short Answer What is the length of a 20-degree arc of a circle with circumference 24?,4/3 (ACCEPT: 1 1/3)
bonus,math,Short Answer,7) Math – Short Answer How many three-digit integers are multiples of 37?,"25
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Short Answer,"9) Physical Science – Short Answer Given that you have one mole of each of the following three substances at 4 degrees Celsius, rank them in terms of increasing temperature change when 100 calories of energy is transferred into them: 1) Copper; 2) Nitrogen gas kept at constant volume; 3) Borosilicate glass.","1, 3, 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,"11) Energy – Multiple Choice Many of today's electronic devices are made with Rare Earth Elements, or REEs. Because the US lacks a domestic production capability, scientists at Idaho National Laboratory are interested in identifying ways to recapture REEs from discarded high-tech devices. Which of the following is an REE that you would expect to find in a typical cell phone? W) Neodymium [neo-DYE-mee-um] X) Cesium Y) Lithium Z) Promethium [pro-MEE-thee-um]",W) NEODYMIUM
bonus,energy,Short Answer,"11) Energy – Short Answer Scientists at Oak Ridge National Lab are studying new therapies for glaucoma, a disease that damages what nerve that carries visual information from the eye?","OPTIC NERVE (ACCEPT: CRANIAL NERVE 2, CN 2)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"12) Math – Short Answer The point (4, –3) is reflected across the y-axis, and the resulting point is then translated 8 units upward. What are the coordinates of the final image point?","(–4, 5) (ACCEPT: x = –4 AND y = 5)"
bonus,math,Short Answer,12) Math – Short Answer What is the coefficient of the ab2 term in the binomial expansion of open parenthesis 5a – 8b close parenthesis cubed?,960
toss-up,math,Short Answer,15) Math – Short Answer What are the smallest and largest integers that satisfy the following absolute value inequality: the absolute value of open parenthesis x – 6 close parenthesis is less than 4?,3 AND 9 (must give both answers)
bonus,math,Short Answer,15) Math – Short Answer A 5-digit palindrome has 3 different digits and is divisible by 6. What is the largest such number?,"89,598
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Short Answer,16) Life Science – Short Answer The light-dependent reactions of photosynthesis primarily serve to synthesize ATP and what other high-energy molecule for the Calvin cycle?,NADPH
toss-up,math,Short Answer,"19) Math – Short Answer For the function f of x = 4x – 7, what is f inverse of 17?",6
bonus,math,Short Answer,"19) Math – Short Answer In a particular year, if May 8 is on a Monday, on what day of the week is August 18?","FRIDAY
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Multiple Choice,21) Physical Science – Multiple Choice Which of the following constants relates the temperature of a particle to its most probable energy? W) Planck’s constant X) Newton’s constant Y) Avogadro’s constant Z) Boltzmann’s constant,"Z) BOLTZMANN’S CONSTANT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"22) Earth and Space – Short Answer According to Stefan's Law, doubling the temperature of a black body results in its total energy radiated being multiplied by what factor?",16
