type,subject,format,question,answer
bonus,chemistry,Short Answer,21. CHEMISTRY Short Answer How many structural isomers are there for a compound with the formula C H ? 7 16,"9
TOSS UP
22. PHYSICS Multiple Choice An airplane traveling faster than the speed of sound passes
over a stationary observer on the ground. When does the observer hear the sonic boom?
W) Only before the plane breaks the sound barrier
X) When the plane is directly overhead
Y) After the plane has passed by
Z) As the plane is approaching the area
ANSWER: Y) AFTER THE PLANE HAS PASSED BY"
bonus,physics,Multiple Choice,"22. PHYSICS Multiple Choice During the formation of planets in the solar system, a spinning gas disk started to contract due to gravitational forces. Which of the following was an ensuing effect regarding this gas disk? W) It rotated faster X) It disintegrated due to gravitational forces Y) It bulged out to form spheres Z) It stopped rotating","W) IT DISK ROTATED FASTER

TOSS UP
23. MATH Short Answer Solve the following equation over the complex numbers:
x .
2
( + 3) + 16 =0
ANSWER:
−3±4𝑖𝑖"
bonus,math,Short Answer,23. MATH Short Answer Determine the value of the following: [the summation as n goes from 1 to 17 of the quantity 3n minus 5 ]. 17 ∑𝑛𝑛=1(3𝑛𝑛−5),"374
TOSS UP
24. EARTH AND SPACE Multiple Choice Which of the following dominates in the innermost
kiloparsec of a galaxy?
W) Hot gas
X) Stars
Y) The galaxy's supermassive black hole
Z) Dark matter
ANSWER: X) STARS"
bonus,energy,Multiple Choice,"24. EARTH AND SPACE Multiple Choice Why does Eureka, California generally have a smaller yearly temperature range than Omaha, Nebraska even though they are both at 41 degrees north latitude? W) Land is a poor absorber and a poor conductor of heat energy X) Land changes temperature rapidly, due to its high specific heat and lack of transparency Y) Ocean water is a good absorber and a good conductor of heat energy Z) Ocean water changes temperature slowly, due to the high specific heat and transparency of water","Z) OCEAN WATER CHANGES TEMPERATURE SLOWLY, DUE TO THE HIGH
SPECIFIC HEAT AND TRANSPARENCY OF WATER

TOSS UP
25. BIOLOGY Multiple Choice Which of the following animals possesses a kidney that hosts
unusually long and elaborate loops of Henle?
W) Kangaroo rat
X) Siren salamander
Y) Black-billed magpie
Z) Great white shark
ANSWER: W) KANGAROO RAT"
bonus,biology,Multiple Choice,"25. BIOLOGY Multiple Choice If you have an alien population and the green skin phenotype is always inherited with the menacing horns phenotype, the genes that code for these phenotypes would be classified as which of the following? W) Recombinant X) Hardy-Weinberg Y) Mendelian [men-DEE-lee-uhn] Z) Linked",Z) LINKED
toss-up,math,Short Answer,"If [log base 10 of 100 to the power of 2x equals 2], what P is the value of x? 2𝑥 𝑙𝑙𝑙100 = 2","(ACCEPT: 0.5)
1
2"
bonus,math,Short Answer,Simplify the following expression: [secant squared of 3 pi over 4 minus cosecant squared of pi over2 4 3 𝜋 minus 2co 𝜋 sine sq2uared of 4 sec 4 −csc 4 −cos 4𝜋 pi].,-1
toss-up,chemistry,Short Answer,What is the electron configuration of chromium?,1s2 2s2 2p6 3s2 3p6 4s1 3d5 (ACCEPT: [Ar (argon)] 4s1 3d5)
bonus,chemistry,Short Answer,Baeyer-Villiger oxidation is used to transform a ketone into what functional group?,ESTER
toss-up,physics,Multiple Choice,A box is sitting on a ramp with a coefficient of static friction of 0.7. Which of the following is closest to the smallest ramp angle for which the box will begin to slide down the ramp? W) 30° X) 35° Y) 45° Z) 60°,X) 35°
bonus,physics,Multiple Choice,"Assuming that 1 atmosphere = 1.01 × 105 pascals and the density of water is 1000 kilograms per cubic meter, at what depth of water will the absolute pressure be 10.8 times the atmospheric pressure? W) 10.1 meters X) 101 meters Y) 1,010 meters Z) 10.1 kilometers",X) 101 METERS
toss-up,biology,Multiple Choice,Eukaryotic [yoo-KAR-ee-oh-tik] genes are composed of introns and exons. Which of the following eukaryotes [yoo-KAR-ee-ohts] would have the shortest intron size? W) Mice X) Fruit flies Y) Humans Z) Yeast,Z) YEAST
bonus,biology,Short Answer,"In the production of mammalian proteins, the first amino acid in the polypeptide sequence is almost always the same amino acid. What is this amino acid that is prevalent in almost all proteins?",METHIONINE (ACCEPT: MET AND M)
toss-up,energy,Multiple Choice,Which of the following has long been considered the upper theoretical percentage limit for solar cell efficiency? W) 24.5% X) 33.7% Y) 41.2% Z) 62.8%,X) 33.7%
bonus,energy,Multiple Choice,What property of hydrogen makes water a good neutron moderator? W) It has a small neutron scattering cross section X) It has a large neutron scattering cross section Y) It is fissile Z) It evaporates at 373 Kelvin,X) IT HAS A LARGE NEUTRON SCATTERING CROSS SECTION
toss-up,math,Short Answer,What is the probability that at least one head appears in 4 tosses of a fair coin?,15/16 (ACCEPT: 0.9375)
bonus,math,Short Answer,What is the inner product of the vectors i j kand i j k?,5 -4 +3 +5 3 – 6 +7
toss-up,chemistry,Multiple Choice,"Which of the following is true of spontaneous processes at constant temperature, volume, and pressure? W) Gibbs and Helmholtz free energies increase X) Gibbs free energy increases; Helmholtz free energy decreases Y) Gibbs and Helmholtz free energies decrease Z) Gibbs free energy decreases; Helmholtz free energy increases",Y) GIBBS AND HELMHOLTZ FREE ENERGIES DECREASE
bonus,chemistry,Short Answer,"Identify, respectively, the dominant intermolecular force that has the greatest effect on the following four molecules: 1) methane, 2) benzoic acid, 3) hydrogen chloride gas, and 4) ferric sulfide.","1) LONDON DISPERSION (ACCEPT: INDUCED DIPOLE or VAN DER WAALS), 2)
HYDROGEN BONDING, 3) DIPOLE (ACCEPT: DIPOLE-DIPOLE or LONDON DISPERSION),
4) IONIC"
toss-up,physics,Short Answer,"In order to play a low C followed by a high C, one octave up, on a violin string, the violinist must increase the frequency of the string by what factor?",2
bonus,physics,Short Answer,A large water rocket is in the process of taking off. It is noted that when the rocket weighs 600 newtons and has an exhaust speed of 5 meters per second that it doesn’t leave the ground and it also ceases to apply a force on the ground. What must be the volume flow rate of the exhaust in liters per second?,120
toss-up,biology,Short Answer,During which phase of interphase does expression of proteins needed to prepare for DNA replication increase?,G1
bonus,biology,Multiple Choice,"Brine shrimp are able to survive in wide ranges of salinity. Which of the following phrases is NOT true regarding their osmoregulation when placed in a tank of saline? W) Osmoconformation, body fluid osmolarity is equivalent to osmolarity of saline in which they are swimming X) Osmoregulation, body fluid osmolarity is kept at an osmolarity different from the osmolarity of saline in which they are swimming Y) Hyper-osmoregulation, body fluid osmolarity is kept higher than osmolarity of saline in which they are swimming Z) Hypo-osmoregulation, body fluid osmolarity is kept lower than osmolarity of saline in which they are swimming","Y) HYPER-OSMOREGULATION, BODY FLUID OSMOLARITY IS KEPT HIGHER
THAN OSMOLARITY OF SALINE IN WHICH THEY ARE SWIMMING"
toss-up,energy,Short Answer,"In an isothermal system, what is one way that one can increase the number of interactions of a gas with a solid surface?",INCREASE PRESSURE (ACCEPT: DECREASE VOLUME)
bonus,energy,Multiple Choice,"If yellow light has a wavelength of 550 nanometers, which of the following colors and associated wavelengths of light in nanometers is most energetic? W) Violet, 700 X) Green, 500 Y) Red, 500 Z) Red, 700","X) GREEN, 500"
toss-up,math,Multiple Choice,What is the general solution to the differential equation: dy dx x [dy dx equals 2x plus 1]? W / ) y =x 2 +x 1 X) y 2x Y) y = + 2 +c Z) y = ½ x +c = 2 + c ANS=W E2 R +: W c) y x x 2 = + +c BONUS 13) MATH Short Answer Simplify: x x x [x to the power of one half times open parenthesis x to the power of one1/ h2alf1 p/2l us x1/ t2o the power of one half close parenthesis]. ( + ),"x
2"
toss-up,chemistry,Short Answer,"In lab, you have patented the creation of a metallic radioactive isotope called Sciencebowlium-23. But, after a period of time, the sample radioactively decays into oxygen-16, where it becomes a gas and dissipates into the atmosphere. You create a sample of Sciencebowlium and weigh it as 500 grams. Exactly four days later, you weigh the sample at 62.5 grams. How many hours long is the half-life of Sciencebowlium-23?",32
bonus,chemistry,Short Answer,What is the bond order of the nitrogen-oxygen bond in the nitrate anion?,1.33 (ACCEPT: 4/3 or 1 1/3)
toss-up,physics,Multiple Choice,"Two satellites of masses m and m , where m = 4m , are 1 2 1 2 deployed in circular orbits of the same radius in the gravitational field of Earth. What is the ratio of their linear speeds v /v ? 1 2 W) 1/4 X) 1 Y) 2 Z) 4",X) 1
bonus,physics,Multiple Choice,"Assuming h = 6.63 x 10-34 joule seconds, what is the approximate energy of a photon in joules in a 1000 nanometer light beam? W) 2 × 10-19 X) 2 × 10-18 Y) 2 × 10-17 Z) 4 × 10-18",W) 2 × 10-19
toss-up,biology,Multiple Choice,"A type of albinism in the Hopi Native American population is caused by mutation of the OCA2 gene. If the dominant form of the gene gives a person normal pigmentation, then which of the following genotypes would result in albinism? W) Heterozygous co-dominance [het-er-uh-ZY-guhs] X) Homozygous dominant [hoh-muh-ZY-guhs] Y) Homozygous recessive Z) Heterozygous incomplete dominance",Y) HOMOZYGOUS RECESSIVE
bonus,biology,Short Answer,"Identify all of the following five choices that are diploid: 1) spermatogonium [spur-mat-uh-GOH-nee-uhm], 2) spermatids, 3) secondary spermatocyte [spuhr-MAT-uh-syt], 4) primary spermatocyte, 5) mature sperm cells.","1, 4 (ACCEPT: SPERMATOGONIUM, PRIMARY SPERMATOCTYE)"
toss-up,physics,Multiple Choice,"In order to see a full height image of your body, the vertical size of a mirror should be at least which of the following? W) One-fourth of your height X) Half of your height Y) Your height Z) Twice your height",X) HALF OF YOUR HEIGHT
bonus,physics,Multiple Choice,A mass spectrometry experiment is performed with a magnetic field of 0.2 newtons per ampere meter and an electric field of 3.0 × 105 volts per meter. What is the speed of the ions? W) 750 meters per second X) 1500 meters per second Y) 150 kilometers per second Z) 1500 kilometers per second,Z) 1500 KILOMETERS PER SECOND
toss-up,math,Multiple Choice,"What is the derivative of y x [y equals 3x plus 1 quantity squared]? 2 = (3 +1) W) x X) x Y) 1x8 + 6 Z) 1x8 6 + 1 AN6SW +E 2R: W) x 18 + 6 BONUS 19) MATH Short Answer What is the equation, in slope-intercept form, of the perpendicular bisector of the line segment with endpoints and ?","y x (4, 10) (-6, 8)
= -5 + 4"
toss-up,chemistry,Multiple Choice,"At high temperatures, nitrogen (N ) and oxygen (O ) gases 2 2 react to form nitric oxide (NO) in a highly endothermic process. In a closed vessel, the three compounds form an equilibrium [ee-kwuh-LIB-ree-uhm]. Which of the following changes to the vessel will result in the production of more NO? W) Addition of helium at constant volume X) Adding a catalyst Y) Increasing the temperature of the vessel Z) Removing oxygen from the vessel",Y) INCREASING THE TEMPERATURE OF THE VESSEL
bonus,chemistry,Short Answer,Dinitrogen tetroxide is a powerful oxidizer and can be used with hydrazine fuels to propel rockets. What is the point group of dinitrogen tetroxide?,"D
2h"
toss-up,physics,Multiple Choice,"A light ray passes from air (n = 1.00) to three layers of the 1 human eye: cornea (n = 1.33), lens (n = 1.41), and vitreous humor (n = 1.33). The speeds of 2 3 4 light in these mediums are, respectively, v , v , v , v . Which of the following must be true about 1 2 3 4 the relationships between the speeds of light in the different media? W) v < v < v < v 1 2 3 4 X) v < v < v < v 4 3 2 1 Y) v < v and v < v 3 2 4 1 Z) v < v and v < v 2 3 1 4","Y) v < v AND v < v
3 2 4 1"
bonus,physics,Short Answer,"Two satellites are orbiting in circular orbits of radii r and r around 1 2 a planet, where r = 4r . What is the ratio of their periods of revolutions T /T ? 1 2 1 2",8
toss-up,biology,Short Answer,"If there are two alleles for the gene encoding size, and if the frequency of the big size allele, B [upper case B], in a population of warthogs is 0.4, then what is the frequency of the small size allele, b [lower case b], assuming Hardy Weinberg equilibrium [ee-kwuh-LIB-ree-uhm]?",0.6
bonus,biology,Short Answer,"Arrange the following four groups from the taxa containing the largest number of known living species to the group containing the least: 1) Amphibians, 2) Mammals, 3) Fishes, 4) Birds.","3, 4, 1, 2 (ACCEPT: FISHES, BIRDS, AMPHIBIANS, MAMMALS)"
toss-up,energy,Multiple Choice,"The Bakken Oil/Gas field is estimated to contain up to 24 billion barrels of oil. In which of the following states, among others, is it located? W) North Dakota X) Oklahoma Y) Pennsylvania Z) Texas",W) NORTH DAKOTA
bonus,energy,Multiple Choice,"A DOE geothermal research project has established the effectiveness of enhanced geothermal systems (EGS) for utilizing geothermal energy for the generation of electricity. Using this approach, which of the following percentages of total U.S. current generating capacity could be generated with EGS? W) 5% X)15% Y) 25% Z) 50%",Z) 50%
toss-up,biology,Multiple Choice,Which of the following animals would have the highest levels of myoglobin [my-uh-GLOH-bin] in their muscle? W) American pronghorn X) Human being Y) Weddell seal Z) Kangaroo rat,Y) WEDDELL SEAL
bonus,biology,Multiple Choice,Some virus species can infect an individual host more than once because they change the shape of molecules exposed on the surface of their virions [VY-ree- ons] so that they are no longer recognized by the host’s immunological memory. The influenza virus can make sudden and drastic changes in these molecules due to a phenomenon called reassortment. Which of the following contributes to the process of reassortment? W) Widely varying strains of influenza X) The diversity of animals infected by influenza Y) The segmented genome found in influenza Z) The lack of effective antivirals against influenza until recently,Y) THE SEGMENTED GENOME FOUND IN INFLUENZA
toss-up,physics,Multiple Choice,"If the viscous force acting on an object moving through a liquid or gas is modeled as F = -bv, where F is the resistive force, v is the velocity, and b is a constant, which of the following types of equation will need to be solved in order to determine the acceleration as a function of time? W) Transcendental X) Differential Y) Hyperbolic Z) Logarithmic",X) DIFFERENTIAL
bonus,physics,Multiple Choice,"Two objects of masses m and m with speeds v and v , where 1 2 1 2 v = 0, suffer collision, stick together, and move off with speed V. Which of the following equals 2 the ratio v /V? 1 W) 1 + m /m 2 1 X) 1 + m /m 1 2 Y) 1 - m /m 2 1 Z) 1 - m /m 1 2","W) 1 + m /m
2 1"
toss-up,energy,Short Answer,Line losses vary linearly with what physical characteristic of power lines?,RESISTANCE (ACCEPT: RESISTIVITY)
bonus,energy,Short Answer,"Arrange the following four sectors based on the number of tons of greenhouse gases released from smallest to largest: 1) Agriculture, 2) Residential, 3) Commercial, 4) Transportation.","1, 2, 3, 4 (ACCEPT: AGRICULTURE, RESIDENTIAL, COMMERCIAL,
TRANSPORTATION)"
toss-up,chemistry,Multiple Choice,Which of the following functional group pairs corresponds to those constituting a hemiaminal? W) Thiol [THY-ol] and nitrile [NY-tril] X) Halogen and alkyl [AL-kuhl] Y) Amine [uh-MEEN] and hydroxyl Z) Azide and alkoxy [AL-kok-see],Y) AMINE AND HYDROXYL
bonus,chemistry,Short Answer,"Providing your answer as a decimal to the nearest hundredth, what is the reduced mass of an oscillator made up of a hydrogen and a fluorine atom?",0.95 (ACCEPT: 0.96)
toss-up,biology,Short Answer,"What gene, sometimes called the guardian of the genome, has a central role in cell cycle checkpoints and is the most frequently mutated gene in human cancers?","P53 (ACCEPT: TUMOR SUPPRESSOR P53, PROTEIN 53, TUMOR PROTEIN 53,
TUMOR ANTIGEN P53, TRP53, TRANSFORMATION RELATED PROTEIN 53)"
bonus,biology,Short Answer,Amino acids are joined to one another in linear polymers that fold to form proteins. What is the name of the chemical bond that joins the amino terminus of one amino acid to the carboxyl terminus of the next amino acid in the sequence?,"PEPTIDE BOND (ACCEPT: PEPTIDE, AMINE BOND)"
toss-up,math,Short Answer,What is the derivative with respect to x ofxe [x times e squared]? 2,"e
2"
bonus,math,Short Answer,Solve for x 2x+1 = 4x+3[2 raised to the quantity x+1 equals 4 raised to the quantity x+3]. :,-5
toss-up,physics,Multiple Choice,"You are at a party where the sound level is 70 decibels. Someone turns up the radio and the sound level suddenly increases to 100 decibels. By what factor has the sound intensity been multiplied? W) 30 X) 100 Y) 1000 Z) 10,000",Y) 1000
bonus,physics,Short Answer,"After running for 20 minutes, a person’s diastolic blood pressure is 100 millimeters of mercury. Providing your answer to two significant figures, what is the equivalent height in centimeters of a column of water, assuming the mass density of mercury is 13.6 grams per cubic centimeter and the mass density of water is 1.0 grams per cubic centimeter?",140
toss-up,chemistry,Multiple Choice,Which of the following is NOT true when writing electron configurations? W) Atomic orbitals can accommodate two electrons X) Electrons pair in degenerate orbitals when possible Y) Electrons will populate orbitals to maximize spin Z) Noble gas cores are often used to truncate longer configurations,X) ELECTRONS PAIR IN DEGENERATE ORBITALS WHEN POSSIBLE
bonus,chemistry,Short Answer,Which quantum number is allowed values ranging from 0 to n -1 and is associated with atomic orbital shape?,"ANGULAR MOMENTUM QUANTUM NUMBER (ACCEPT: l, AZIMUTHAL,
SUBSIDIARY)"
toss-up,biology,Short Answer,"In eukaryotes [yoo-KAR-ee-ohts], the spliceosome [SPLY-see-uh- sohm] is an RNA-protein complex important for RNA processing. What does this complex remove?",INTRONS
bonus,biology,Short Answer,"In the standard genetic code, how many of the 64 codons signal for stop of translation?",3
toss-up,math,Multiple Choice,"If the line y is reflected over the y-axis, what is the equation of the image? = 2 W) x X) y Y) x= - 2 Z) y = -2 = 2 ANS =W 2ER: Z) y = 2 BONUS 10) MATH Short Answer What is [the integral from negative 2 to 2 of the absolute value of x dx]? 2 ∫−2|𝑥|𝑑𝑥",4
toss-up,physics,Multiple Choice,What is the main difference between transverse and longitudinal waves? W) Wavelength X) Frequency Y) Direction of the medium displacement with respect to the direction of wave propagation Z) Phase difference,"Y) DIRECTION OF THE MEDIUM DISPLACEMENT WITH RESPECT TO THE
DIRECTION OF WAVE PROPAGATION"
bonus,physics,Multiple Choice,What is the wavelength in nanometers of a photon of period 3.33 × 10-18 seconds? W) 1 X) 3 Y) 6 Z) 9,W) 1
toss-up,energy,Multiple Choice,Which of the following equations best represents the conservation of energy in fluid systems? W) Laplace X) Bernoulli Y) Navier-Stokes Z) Euler,X) BERNOULLI
bonus,energy,Multiple Choice,How many BTUs are required to raise 5 pounds of water from 40° Fahrenheit to 120° Fahrenheit with a stove that is 80% efficient? W) 320 X) 400 Y) 450 Z) 500,Z) 500
toss-up,chemistry,Short Answer,"When a peptide bond is formed between two amino acids, water is removed as a byproduct. Which group contributes the OH to form water, and which group contributes the hydrogen?","CONTRIBUTES OH = CARBOXYL GROUP (ACCEPT: CARBOXYL, COOH, OR
COOH GROUP); CONTRIBUTES HYDROGEN = AMINO GROUP (ACCEPT: AMINO, NH , OR
2
NH GROUP)
2"
bonus,chemistry,Short Answer,"In the Haber reaction, where diatomic hydrogen and diatomic nitrogen react to form ammonia, how many moles of ammonia could be formed if one starts with 0.75 moles of hydrogen?",0.50
toss-up,biology,Short Answer,What is the only infectious human disease to be declared completely eradicated from nature?,SMALLPOX
bonus,biology,Multiple Choice,Which of the following cellular phenomena uses double-stranded RNA with the same or similar sequence to a gene to target that gene for inhibition of transcription and translation? W) RNA interference X) Transposition Y) RNA editing Z) Alternative splicing,W) RNA INTERFERENCE
toss-up,math,Short Answer,What are the coordinates of the point where the graph of x y x y [x squared y plus 3 x minus 4 y minus 24 equals zero] crosses the x- a2xis? + 3 – 4 – 24 = 0,"(8, 0) (DO NOT ACCEPT: 8 ALONE, X = 8)"
bonus,math,Multiple Choice,"Which of the following represents a simplification of: 1 1 [open parenthesis a to the power of one half plus a to the power of one half c2lose 2 2 parenthesis squared]? (𝐴 + 𝐴 ) W) X) 2 Y)A A4 Z) A2 AN√S𝐴WER: X) A4 High School Round 2 A Page 8 TOSS-UP 17) EARTH AND SPACE Multiple Choice Based on current scientific data, the most widely accepted cause of past ice ages is which of the following? W) Volcanic aerosols in the atmosphere from major eruptions X) Increased absorption of carbon dioxide by the oceans and land masses Y) A decrease in solar intensity such as during the Maunder Minimum Z) Milankovitch cycles",Z) MILANKOVITCH CYCLES
toss-up,biology,Multiple Choice,G-protein coupled receptors regulate various cell signaling events in a cell. How many transmembrane segments are typically found in these receptors? W) 5 X) 6 Y) 7 Z) 9,Y) 7
bonus,biology,Multiple Choice,An ecologist uses seven foot tall mist nets to capture birds. In which of these habitats would the number of captures most likely underestimate the actual number of birds present? W) Tundra X) Temperate grassland Y) Chaparral Z) Temperate forest,Z) TEMPERATE FOREST
toss-up,physics,Multiple Choice,"The number of lines per centimeter in a transmission grating is 10,000. What is the distance in meters between the lines of the grating? W) 10-3 X) 10-4 Y) 10-5 Z) 10-6",Z) 10-6
bonus,physics,Short Answer,"A proton is travelling with a speed of 300,000 meters per second to the east in a region where there is a magnetic field of 4 teslas pointing to the north. What is the magnitude and direction of the electric field in newtons per coulomb that must be present if the proton is to move through this region undeflected?","1,200,000, DOWN"
toss-up,energy,Short Answer,"In CFL light bulbs, what is the name for the process where electricity excites mercury vapor and light is released?",FLUORESCENCE
bonus,energy,Multiple Choice,"When photons strike a photovoltaic cell, which of the following must occur to generate electricity? W) Absorption X) Reflection Y) Refraction Z) Resection",W) ABSORPTION
toss-up,chemistry,Multiple Choice,"With regard to crystalline solids, which of the following most aptly describes a covalent network? W) Low melting point, soft, excellent thermal conductor X) Low to high melting point, hard, moderate electrical conductor Y) High melting point, soft, poor electrical conductor Z) High melting point, hard, poor thermal conductor","Z) HIGH MELTING POINT, HARD, POOR THERMAL CONDUCTOR"
bonus,chemistry,Short Answer,"Identify, respectively, the isotopes created by the emission of one beta minus particle from the following three isotopes: 1) cesium-137, 2) phosphorus-32, 3) carbon-14.","1) BARIUM-137, 2) SULFUR-32, 3) NITROGEN-14"
toss-up,biology,Multiple Choice,Which of the following bacterial gene transfer mechanisms requires the involvement of a bacteriophage [bak-TEER-ee-uh-fayj]? W) Conjugation X) Transduction Y) Horizontal gene transfer Z) Bacterial transformation,X) TRANSDUCTION
bonus,biology,Multiple Choice,Plasmids are autonomously replicating circles of DNA containing one or a few genes. How many plasmids may a single bacterium carry? W) 0 X) 1 Y) 2 Z) No fixed limit,Z) NO FIXED LIMIT
toss-up,math,Short Answer,Find the magnitude of the vector i – j.,13 5 12
bonus,math,Short Answer,Find the nonzero value of k that will result in exactly one real solution to the equation kx2 x + 7 – 5 = 0.,"k (ACCEPT: OR - )
9
= -49/20 -2 20 2.45"
toss-up,physics,Multiple Choice,A top is spinning at a rate of 2π radians per second when it slows uniformly to a stop in 15 seconds. Through how many revolutions did the top turn before stopping? W) 7.5 X) 7.5π Y) 15 Z) 15π,W) 7.5
bonus,physics,Short Answer,A 100 microfarad parallel plate capacitor with air between the plates is connected to a 1.5 volt battery and becomes fully charged. The battery is disconnected from the capacitor and a dielectric with a dielectric constant of 7 is inserted between the plates. What is the charge in microcoulombs on one plate of the capacitor after the dielectric is inserted?,150
bonus,biology,Multiple Choice,"1. BIOLOGY Multiple Choice During replication, which of the following enzymes is needed to seal a single phosphodiester [fos-foh-dy-ES-tuhr] bond? W) Ligase X) Phosphatase [FOS-fuh-tays] Y) DNA polymerase [POL-uh-muh-rays] Z) Gyrase [JY-rays]","W) LIGASE
TOSS UP
2. CHEMISTRY Short Answer Acetyl-CoA [CO-A] carboxylase-1 alpha, a fatty acid synthesis
regulatory enzyme, functions to carboxylate Acetyl-CoA. What is the name of the newly formed
carboxylated product?
ANSWER: MALONYL-CoA"
bonus,chemistry,Multiple Choice,2. CHEMISTRY Multiple Choice Which of the following protons will appear farthest downfield in the 1H [Proton]-NMR spectrum? W) Alkane X) Alkene Y) Alkyne Z) Aromatic,"Z) AROMATIC

TOSS UP
3. MATH Short Answer Factor the following polynomial completely over the real numbers:
x x.
5
A2NS- 3W2ER: x x x x
2
2 ( + 4)( + 2)( - 2)"
bonus,math,Short Answer,"3. MATH Short Answer A series is defined recursively. If and [a sub n equals 3 plus open parenthesis a sub the quantity n minus 1 close parenthe𝑛𝑛s−i1s to the power of the quantity n minus 1], determine the val u𝑎𝑎e 1 o=f −2. 𝑎𝑎𝑛𝑛 = 3+(𝑎𝑎𝑛𝑛−1)","𝑎𝑎4
67
TOSS UP
4. PHYSICS Multiple Choice Which of the following is NOT correct?
W) All planets travel in elliptical orbits with the Sun at the center of the ellipse
X) The period of a simple pendulum is independent of the mass of the bob
Y) Gravitational force is a conservative force
Z) The kilowatt-hour is a unit of energy
ANSWER: W) ALL PLANETS TRAVEL IN ELLIPTICAL ORBITS WITH THE SUN AT THE
CENTER OF THE ELLIPSE"
bonus,physics,Multiple Choice,"4. PHYSICS Multiple Choice There are crossed electric and magnetic fields given, respectively, by 5.0 X 106 newtons per coulomb in the x direction and 0.5 tesla in the y direction. A proton traveling in the positive z direction experiences zero resultant force due to these fields. Which of the following is the speed of the proton in meters per second? W) 107 X) 2.5 x 106 Y) 106 Z) 10-7","W) 107

TOSS UP
5. EARTH AND SPACE Short Answer Due to radar-bright reflections received by the Very
Large Array, what substance is believed to exist in polar craters on Mercury?
ANSWER: ICE (ACCEPT: WATER ICE; DO NOT ACCEPT: WATER)"
bonus,energy,Short Answer,"6. ENERGY Short Answer By number, identify all of the following three statements that correctly indicate advantages of the high energy phosphate system: 1) It produces energy at a slow rate but for a long duration; 2) Its rate of recovery is relatively rapid; 3) It can produce large amounts of energy in a short amount of time.","2 AND 3

TOSS UP
7. BIOLOGY Multiple Choice Which of the following animals does NOT belong in the phylum
Mollusca [FY-luhm muh-LUHS-kuh]?
W) Giant squid
X) Geoduck [GOO-ee-duck]
Y) Cuttlefish
Z) Salp
ANSWER: Z) SALP"
bonus,biology,Multiple Choice,"7. BIOLOGY Multiple Choice In a histological preparation stained with Hematoxylin [hee-muh- TOK-suh-lin] and Eosin [EE-uh-sin], the nucleus, cytoplasm, and collagen would be rendered, respectively, which of the following colors? W) Blue, pink, blue X) Pink, blue, pink Y) Blue, pink, pink Z) Pink, pink, blue","Y) BLUE, PINK, PINK
TOSS UP
8. CHEMISTRY Short Answer An atom of an unknown element has 33 electrons. What is the
likely ratio of the numbers of atoms of that element to calcium when in an ionic compound?
ANSWER: 2:3"
bonus,chemistry,Multiple Choice,"8. CHEMISTRY Multiple Choice The Henderson-Hasselbalch equation can provide the percent dissociation of a weak acid. When the pH is equal to pK , the weak acid is which of the a following? W) 99% dissociated X) 75% dissociated Y) 50% dissociated Z) 25% dissociated","Y) 50% DISSOCIATED

TOSS UP
9. MATH Short Answer Solve the following equation for x on the interval :
2
0 ≤ 𝑥𝑥 < 2𝜋𝜋
A4NcoSsW𝑥𝑥E−R:1 = 0
π/3, 2π/3, 4π/3, 5π/3"
bonus,math,Short Answer,"9. MATH Short Answer If x+y [8 to the power of the quantity x plus y equals 16], determine the slope-intercept form of the equation satisfied by points with coordinates (x, y). 8 = 16","y -x
= + 4/3
TOSS UP
10. PHYSICS Multiple Choice A force of 10 newtons compresses a spring to 5.0 centimeters
from its equilibrium position. How far in centimeters can a force of 5.0 newtons stretch the same
spring?
W) 0.50
X) 2.5
Y) 10.0
Z) 25
ANSWER: X) 2.5"
bonus,physics,Short Answer,"10. PHYSICS Short Answer A ball is launched straight up with a speed of 30 meters per second. Given the magnitude of the acceleration due to gravity as 10 meters per second squared, how far in meters is the ball displaced from its launching point after 4 seconds?","40

TOSS UP
11. EARTH AND SPACE Multiple Choice Which of the following shapes would the pure
parallactic motion of a star on the celestial equator describe?
W) Ellipse
X) Line
Y) Circle
Z) Parabola
ANSWER: W) ELLIPSE"
bonus,biology,Short Answer,"12. BIOLOGY Short Answer You desire to separate cellular components by homogenization followed by differential centrifugation whereby components separate out based on their coefficient of sedimentation measured in Svedbergs or S values. Components with larger S values will sediment out first. Arrange the following four choices from highest to lowest S value: 1) mitochondrion [my-tuh-KON-dree-uhn], 2) intact cell, 3) endoplasmic reticulum [EN-duh- plaz-mik ri-TIK-yuh-luhm], 4) nucleus.","2, 4, 1, 3 (ACCEPT: INTACT CELL, NUCLEUS, MITOCHONDRION,
ENDOPLASMIC RETICULUM)

TOSS UP
13. CHEMISTRY Multiple Choice According to the Clausius [KLOU-zee-uhs] inequality, the
derivative of entropy is greater than or equal to the derivative of heat, divided by temperature.
When is the equal case true?
W) For an irreversible change
X) For a reversible change
Y) For temperatures greater than 273 Kelvin
Z) For temperatures less than or equal to 273 Kelvin
ANSWER: X) FOR A REVERSIBLE CHANGE"
bonus,chemistry,Short Answer,"13. CHEMISTRY Short Answer Providing your answer in scientific notation, calculate the rate of decomposition in molar per second, using appropriate significant figures, if the concentration difference is 0.10 molar over a 20.0 second interval.","5.0 x 10-3
TOSS UP
14. MATH Short Answer Solve the following expression when x -1/2 [open
3 P
𝑥𝑥
parenthesis, x cubed over 9, close parenthesis, to the negative ½ power].
= 4: ( 9 )
ANSWER: x
= 3/8"
