text,target
Generate a Math multiple choice question:,"Math – Multiple Choice With respect to x, which of the following has –3x2 as an antiderivative? W) –6x X) 6x Y) –x3 Z) x3"
Generate a Math short answer question:,Math – Short Answer Identify the center and radius of the sphere with equation 36 = open parenthesis x – 2 close parenthesis squared + open parenthesis y – 7 close parenthesis squared + open parenthesis z + 1 close parenthesis squared.
Generate a Chemistry multiple choice question:,Chemistry – Multiple Choice Nitrogen monoxide is an example of which of the following? W) An expanded octet X) A resonance molecule Y) A dimerizing molecule Z) A free radical
Generate a Chemistry multiple choice question:,Chemistry – Multiple Choice M2+ is a metal ion with a ground state electron configuration of [Ar]3d84s0 [argon-3-d-8-4-s-0]. What is the identity of M? W) Molybdenum [muh-LIB-den-um] X) Nickel Y) Niobium Z) Magnesium
Generate a Energy multiple choice question:,Energy – Multiple Choice One 42-gallon barrel of crude oil produces approximately how many US gallons of gasoline? W) 10 X) 20 Y) 30 Z) 40
Generate a Energy multiple choice question:,"Energy – Multiple Choice During fission in a nuclear reactor, non-fission neutron capture by uranium yields heavy elements like americium and plutonium. What are these elements called? W) Pnictogens [NIK-teh-jins] X) Chalcogens [CHAWK-eh-jins] Y) Lanthanides [LAN-tha-nides] Z) Actinides [AK-tin-ides]"
Generate a Math short answer question:,Math – Short Answer What are the prime factors of 105?
Generate a Math multiple choice question:,"Math – Multiple Choice If f(x) = the square root of open parenthesis x + 3 close parenthesis and g(x) = the square root of open parenthesis x – 3 close parenthesis, what is the domain of the function f(x) divided by g(x)? W) x > 3 X) x ≥ 3 Y) x ≥ -3 Z) -3 < x < 3"
Generate a Biology short answer question:,"Biology – Short Answer What form of active transport involves moving two or more different molecules across a membrane in the same direction, coupling the favorable transport of one molecule to the unfavorable transport of the other?"
Generate a Biology multiple choice question:,Biology – Multiple Choice Mycobacterium [MY-koh-bacterium] is a genus of slow-growing and difficult-to-eradicate bacteria responsible for what two human diseases? W) Mononucleosis and pertussis [per-TUH-sis] X) Shigella [shih-GEHL-ah]and malaria Y) Gingivitis and impetigo [im-puh-tie-goh] Z) Leprosy and tuberculosis
Generate a Physics short answer question:,Physics – Short Answer Identify all of the following three statements that are always true about resistors in parallel: 1) The equivalent resistance is greater than any individual resistance; 2) The voltage across each resistor is the same; 3) The current through each resistor is the same.
Generate a Physics short answer question:,"Physics – Short Answer An object is thrown with a horizontal velocity of 20 meters per second from a height of 125 meters above level ground. If air resistance is negligible, to the nearest whole number, how many seconds does it take the object to fall to the ground?"
Generate a Chemistry multiple choice question:,Chemistry – Multiple Choice What is the coordination number of a body-centered cubic lattice? W) 2 X) 4 Y) 6 Z) 8
Generate a Chemistry short answer question:,"Chemistry – Short Answer What quantum number determines if an orbital is s, p, d, or f?"
Generate a Biology multiple choice question:,Biology – Multiple Choice Bacteria are able to become resistant to antibiotics by increasing their genetic variability through all of the following mechanisms EXCEPT: W) Conjugation X) Transduction Y) Binary fission Z) Transformation
Generate a Biology short answer question:,"Biology – Short Answer In humans, the mucosa of the stomach produces intrinsic factor, which is required for absorption of what vitamin?"
Generate a Physics short answer question:,"Physics – Short Answer In volts per meter, what is the electric field at the center of a hollow metallic sphere with a radius of 10 centimeters when the center of the sphere is 3 meters from a particle with a charge of 5 coulombs?"
Generate a Physics short answer question:,"Physics – Short Answer A model train is towing 3 rail cars full of marbles, with a total kinetic energy of 100 joules. If the locomotive detaches the rail cars, the total mass of the train is reduced by 50%. If the locomotive then suddenly doubles its speed, what will be its resulting kinetic energy, in joules?"
Generate a Math short answer question:,Math – Short Answer How many exterior angles does a parallelogram have?
Generate a Math short answer question:,Math – Short Answer What is the sum from n = 1 to 4 of 2n2?
Generate a Biology short answer question:,"In eukaryotic cells, the citric acid cycle takes place in what cellular organelle?"
Generate a Biology multiple choice question:,Which of the following is NOT characteristic of eudicots [yoo-DY- kots]? W) Flower parts in multiples of 4 or 5 X) Taproot Y) Two cotyledons [kot-l-EED-ns] Z) Pollen granules with one opening
Generate a Chemistry multiple choice question:,"Which of the following elements, in its gaseous state, has the greatest electron affinity? W) Fluorine X) Bromine Y) Sulfur Z) Chlorine"
Generate a Chemistry short answer question:,"What disaccharide [dy-SAK-uh-ryd] is composed of beta-D- galactose [guh-LAK-tos] in a beta-1,4 linkage with alpha-D-glucose?"
Generate a Math multiple choice question:,"The equation mx x ) [negative m x plus 1 equals 13 minus 4 times the quantity x plus 3] is an identity if m equals which of the following? - + 1 = 13 – 4( + 3 W) X) Y) - 4 Z) -1 1 AN4SWER: Z) 4 BONUS 4) MATH Multiple Choice If x x x , which of the following is true? 2 W) f is not a one to one funfctio(n) = -2 + 8 – 4 X) The graph of f opens upward Y) The graph of f has no x-intercept Z) The maximum value of f x is -4"
Generate a Physics multiple choice question:,The acceleration of an object that is in free fall in a vacuum is which of the following? W) Proportional to the mass of the object X) Proportional to the inverse of the mass of the object Y) Independent of the mass of the object Z) Equal to the product of force and mass
Generate a Physics short answer question:,What is the name of the phenomenon that explains why the surface of water might look like a mirror when viewed from underwater?
Generate a Biology short answer question:,"The fossil record of European black bears provides evidence of adaptive selection. In a population of black bears, identify the specific type of adaptive selection which would allow the average size of European black bears to increase after periods of glaciation but later decrease in size as interglacial periods warmed."
Generate a Biology short answer question:,What is the common name of the large species of lizard found in Indonesia whose unusual size is attributed to island gigantism?
Generate a Energy multiple choice question:,Which of the following terms would be used as a synonym for a building described with the term LEED? W) Lead contaminated X) Green Y) Renewed Z) Sanitized
Generate a Energy short answer question:,"What is the term for the liquid or gas discharged after processing activities, such as in sewage treatment plants?"
Generate a Chemistry multiple choice question:,Which of the following represents the enthalpy [EN-thal-pee] change that occurs to melt a solid at its melting point? W) Heat of fusion X) Heat of hydration Y) Heat of liquidation Z) Heat of vaporization
Generate a Chemistry short answer question:,"A gaseous mixture of nitrogen, oxygen, and argon have molar fractions of 0.25, 0.65, and .010, respectively. What is the pressure in atmospheres of nitrogen if the total pressure of the mixture is 4.0 atmospheres?"
Generate a Math short answer question:,What is the solution set of the inequality x [the quantity x minus one squared is less than or equal to zero]? 2 ( – 1) ≤ 0
Generate a Math multiple choice question:,"If function f is defined by f x x x x [f of x equals a fraction with numerator 4 x squared minus 12 x and denom2inator x s2quared minus 9], then at x = , which of the following is true? ( ) = (4 – 12 )/( – 9) W) The gra3ph of f has a vertical asymptote X) The graph of f has a hole on the x axis Y) The graph of f has a hole at Z) f x (3, 2) ANS(W) E=R 0: Y) THE GRAPH OF F HAS A HOLE AT (3, 2) Round 7 Page 5 TOSS-UP 11) PHYSICS Multiple Choice An object is suspended from a spring balance in an elevator. The reading of the balance is 200 newtons when the elevator is at rest. If the balance reading later is 190 newtons, which of the following best describes how the elevator could be moving at that time? W) Downward at constant speed X) Downward and increasing in speed Y) Upward at constant speed Z) Upward and increasing in speed"
Generate a Physics multiple choice question:,"A small object is 10 centimeters in front of a plane mirror. Standing 20 centimeters behind the object, 30 centimeters from the mirror, at what distance in centimeters must you focus your eyes to see the object’s mirror image clearly? W) 20 X) 30 Y) 40 Z) 50"
Generate a Energy multiple choice question:,EARTH AND SPACE Multiple Choice Which of the following stellar reactions releases the most energy? W) Hydrogen to helium X) Helium to oxygen Y) Oxygen to silicon Z) Silicon to iron
Generate a Biology multiple choice question:,Which of the following organ systems is responsible for the secretion of hormones? W) Endocrine X) Reproductive Y) Circulatory Z) Immune
Generate a Biology short answer question:,"In an area originally devoid of life, what is the name for the first community to become established?"
Generate a Energy multiple choice question:,Which of the following sectors in the U.S. uses the most petroleum? W) Industry X) Residential Y) Transportation Z) Construction
Generate a Energy multiple choice question:,Which of the following statements is true about the relationship between a BTU and a kilocalorie? W) A BTU has about one tenth the energy of a kilocalorie X) A BTU has about one fourth the energy of a kilocalorie Y) A BTU has about the same amount of energy as a kilocalorie Z) A BTU has about 251 times the energy of a kilocalorie
Generate a Chemistry multiple choice question:,Ethylene [ETH-uh-leen] has which of the following? W) 2 pi bonds X) 2 sigma bonds and 1 pi bond Y) 3 sigma bonds Z) 5 sigma bonds and 1 pi bond
Generate a Chemistry short answer question:,What is the electron-pair geometry for Cl - [eye C L 4 4 minus]? I
Generate a Math multiple choice question:,The lines defined by y x and y x are which of the following? W) Parallel = 2 2 = - X) Perpendicular Y) Horizontal Z) Vertical
Generate a Math short answer question:,"Providing your answers as fractions in lowest terms, what are the x- intercepts of the graph of y x x ? 2"
Generate a Physics multiple choice question:,Which of the following products has the same units as power? W) Work and time X) Force and distance Y) Force and velocity Z) Force and acceleration
Generate a Physics short answer question:,"When turned on, a ceiling fan reaches 100 revolutions per minute in 30 seconds. When turned off, it coasts to a stop in 60 seconds. What is the ratio of the average angular acceleration in the first 30 seconds after it was turned on to that observed after it was turned off?"
Generate a Biology multiple choice question:,Which of the following statements is NOT true about lichen [LY- kuhn]? W) It is a composite organism X) It is composed of algae and moss Y) It is hardy and slow-growing Z) It usually reproduces asexually
Generate a Biology short answer question:,"Many angiosperms flower at the same time every year, even though they may have started growing at different times. Their flowering is a response to the changing length of day and night. What is the name of this phenomenon?"
Generate a Energy short answer question:,What is the term for power that is consumed by electronics when they are not in use?
Generate a Energy multiple choice question:,"Which of the following statements is NOT true about electronic tattoos? W) They are flexible electronic circuits, thinner than a human hair X) They stay on the skin through the adhesion forces between the atoms of the tattoo and the atoms of the skin Y) They are powered by the individual’s movements Z) The circuits’ filamentary serpentine shape allows them to bend, twist, scrunch and stretch while maintaining functionality"
Generate a Chemistry short answer question:,"Give the name of the periodic table group that contains elements that are silver in color, soft, and react explosively with water."
Generate a Chemistry short answer question:,"A particle has a de Broglie [duh broh-GLEE] wavelength of 3 x 10-10 meters when it is traveling at 1.1 x 107 meters per second. Expressing your answer in kilograms and in scientific notation to one significant figure, what is its approximate mass?"
Generate a Math short answer question:,What is the value of i4?
Generate a Math multiple choice question:,The hyperbola with equation = 1 possesses which of the following characteristics? W) It opens left and right and has asymptotes y x and y x = = X) It opens up and down and has asymptotes y x and y x = = Y) It opens left and right and has asymptotes y = x and y = x Z) It opens up and down and has asymptotes y = x and y = x
Generate a Physics multiple choice question:,A girl runs up one flight of steps. Which of the following factors does NOT affect the work done by the girl against gravity? W) Her mass X) Height of the flight of steps Y) Her speed Z) Acceleration due to gravity
Generate a Physics short answer question:,What is the efficiency of the body when a cyclist expends 1000 watts of power to deliver mechanical energy to the bicycle at a rate of 100 watts?
Generate a Biology multiple choice question:,"Which of the following statements about the lone star tick is true? W) It only lives in Texas X) It transmits Lyme disease Y) It feeds on humans, dogs, and cats Z) It is relatively passive"
Generate a Biology short answer question:,"What is the common name of the woody shrub or small tree with the following three characteristics: 1) 7 to 13 leaflets per pinnate leaf, 2) grows in very wet or flooded soils, and 3) contains a resin that causes skin and mucus membrane irritation to humans?"
Generate a Chemistry multiple choice question:,Which of the following gases has the slowest rate of effusion? W) Hydrogen X) Helium Y) Oxygen Z) Neon
Generate a Chemistry short answer question:,"The electrolysis of water is endothermic, requiring 286 kilojoules of energy to decompose one mole of water at 25°C. Given that the enthalpy of formation of hydrogen peroxide is -136 kilojoules per mole, what is the standard enthalpy in kilojoules for the decomposition of one mole of hydrogen peroxide into water and oxygen?"
Generate a Biology multiple choice question:,The arrector pili [pee-LEE] muscle has what function when a mammal is cold? W) Inducing shivering X) Speeding metabolism Y) Increasing the depth of the air insulation barrier Z) Vasoconstriction
Generate a Biology multiple choice question:,"Someone has carelessly tossed several sets of human vertebrae into a single box. You are trying to sort out the mess and have counted 20 lumbar, 48 thoracic, and 26 cervical vertebrae. It’s now clear you are missing some bones. How many bones are you missing, and what type of vertebrae are they? W) 4 lumbar X) 2 thoracic Y) 2 cervical Z) 4 thoracic"
Generate a Energy short answer question:,"Indicate, by number, all of the following statements that must be true for an object to be in static equilibrium [ee-kwuh-LIB-ree-uhm]: 1) All forces are balanced; 2) All torques are balanced; 3) Their pressures are the same."
Generate a Energy multiple choice question:,The buildup of heavier elements in the nuclear fusion processes in stars is limited to elements below what isotope? W) Iron-56 X) Iron-58 Y) Nickel-62 Z) Lead-82
Generate a Math short answer question:,How many ways are there to get exactly 25 heads results from 26 consecutive fair coin tosses?
Generate a Math short answer question:,A set of three positive consecutive integers has a product 33 times their sum. What is the largest element in the set?
Generate a Biology short answer question:,Name the type of reproduction in which the eggs hatch inside the female body and the embryo is retained for protection?
Generate a Biology short answer question:,"What region of the human brainstem is commonly thought to be responsible for the control of cardiac, respiratory, and other autonomic functions and is connected to the thalamus via the pons?"
Generate a Chemistry multiple choice question:,What choice best describes the type of reaction that is catalyzed by lyases [ly-AYS-es]? W) Transfer of functional groups X) Mediate isomerization [eye-so-muh-ri-ZAY-shuhn] Y) Addition to double bonds Z) Formation of bonds with ATP cleavage
Generate a Chemistry short answer question:,A neutral coordination compound is composed of a complex ion bound to a potassium cation [KAT-eye-uhn]. The complex ion contains a central cobalt ion bound to two ammonia ligands and four chloride ligands. What is the oxidation number of the cobalt ion?
Generate a Physics short answer question:,What is the resistance of a resistor that has a 20 milliampere current when connected across the terminals of a 1.5 volt battery?
Generate a Physics multiple choice question:,"A light ray passes from air (n = 1.00) to the cornea (n = 1.33) of the eye. If the angle of incidence is 30°, which of the following is true of the angle of refraction? W) Less than 30° X) Equal to 30° Y) Between 30° and 45° Z) Equal to 45°"
Generate a Biology short answer question:,"Identify the food test used to detect the presence of a reducing sugar by the addition of a solution containing sodium carbonate, sodium citrate, and copper sulphate."
Generate a Biology multiple choice question:,"You are conducting an experiment that involves incubating a heat-insensitive enzyme with its substrate, while slowly increasing the temperature of the test tube. The concentration of the substrate is much higher than the concentration of the enzyme. Can you use the Michaelis-Menten [mi-KAY-lis MEN-tuhn] equation to model the enzyme kinetics of this reaction, and why or why not? W) Yes, because the conditions are changing X) No, because the conditions are changing Y) Yes, because the enzyme activity remains unchanged Z) No, because the enzyme activity remains unchanged"
Generate a Math multiple choice question:,"If A and B are integers, consider the 2 by 2 matrix with first row 2, A and second row B, 3. For how many different values of A can the matrix be singular? W) 2 X) 4 Y) 8 Z) 10"
Generate a Math short answer question:,"If A = 20° and B = 25° [A equals twenty degrees and B equals twenty-five degrees], what is the value of (1 + tanA)(1 + tanB) [open parenthesis one plus tangent of A close parenthesis times the quantity one plus tangent of B]?"
Generate a Energy short answer question:,"In the U.S., ethanol is produced by a fermentation process involving corn. What is the cool season legume that can be used to produce biodiesel?"
Generate a Energy short answer question:,"Rank the following light bulb types in terms of luminous efficiency (that is, watts required to generate the same amount of lumens), from MOST efficient to LEAST efficient: incandescent, compact fluorescent, halogen, LED."
Generate a Chemistry short answer question:,Identify all of the following three techniques that could be used to determine the size of an unknown compound: 1) affinity chromatography; 2) mass spectrometry; 3) electron paramagnetic resonance.
Generate a Chemistry multiple choice question:,Which of the following qualitative organic tests is NOT matched correctly to a functional group for which it predominantly tests? W) Biuret test and amides [by-yuh-RET] X) Lucas reagent and alcohols Y) Tollens’ reagent and carboxylic acids Z) Benedict’s test and reducing sugars
Generate a Biology short answer question:,"Sodium dodecyl [duh-DES-uhl] sulfate is a detergent often used to dissolve molecules. In SDS-PAGE, what type of molecule is SDS used to dissolve?"
Generate a Biology multiple choice question:,Beriberi is caused by deficiency in which of the following vitamins? W) Thiamine [THY-uh-min] X) Retinol Y) Ascorbic Acid Z) Cobalamin [koh-BAL-uh-min]
Generate a Energy multiple choice question:,"Catalysts do not get consumed in reactions; however, platinum in hydrogen fuel cells can become inactive when poisoned by which of the following compounds? W) Nitrogen X) Hydrogen Y) Hydrogen peroxide Z) Carbon monoxide"
Generate a Energy multiple choice question:,"Which of the following statements is false about photovoltaic cells? W) N-type silicon is doped with phosphorus X) Phosphorus gives the silicon a positive character, and the tendency to attract electrons Y) P-type silicon is doped with boron Z) Boron gives the silicon a positive character, and the tendency to attract electrons"
Generate a Math short answer question:,What is the absolute value of the difference between the sum of the first 2014 even counting numbers and the first 2014 odd counting numbers?
Generate a Math multiple choice question:,". If y is a function of x such that dy/dx = x/y [the derivative of y with respect to x equals x divided by y] and y(3) = 4 [y of three equals four], then which of the following equations is true? W) x2 + y2 = 25 [x squared plus y squared equals twenty-five] X) y – x = 1 [y minus x equals one] Y) y2 – x2 = 49 [y squared minus x squared equals forty-nine] Z) y2 – x2 = 7 [y squared minus x squared equals seven]"
Generate a Physics multiple choice question:,"If Z = atomic number and A = mass number, the radius of an approximately spherical nucleus [NOO-klee-uhs] is proportional to which of the following? W) Z3 X) A1/3 Y) A3 Z) Z1/3"
Generate a Physics multiple choice question:,"Light travelling through air strikes a transparent material of index of refraction n = 2 at an angle of 30 relative to the normal to the surface, and is then refracted an angle θ [theta]. What is the value of sin(θ) [sine theta] to two significant figures? W) 0.10 X) 0.25 Y) 0.66 Z) 1.0"
Generate a Biology multiple choice question:,"Moths are nocturnal, have a good sense of smell, and are also pollinators of a variety of plant species, many of which have evolved to better suit the needs of their primary pollinators. Which of the following traits would you expect to find in flowers of moth-pollinated plants? W) Heavy, musky odors X) Dangling flowers Y) Large, red flowers Z) Blue or purple flowers"
Generate a Biology multiple choice question:,"If you lower the intracellular levels of fructose 2, 6 biphosphate, what will happen to the rate of gluconeogenesis [gloo-koh-nee-uh-JEN-uh-sis] and glycolysis [gly-KOL-uh-sis], respectively? W) Gluconeogenesis speeds up, glycolysis slows down X) Gluconeogenesis slows down, glycolysis speeds up Y) Gluconeogenesis and glycolysis both slow down Z) Glycolysis speeds up and gluconeogenesis halts"
Generate a Chemistry multiple choice question:,"Which of the following statements concerning chemical kinetics is NOT true? W) Catalysts of a reaction can appear in the reaction’s rate law X) The reciprocal of concentration versus time will be linear for a first order reaction Y) For a reaction, the equilibrium constant is the forward rate constant over the reverse rate constant Z) The half-life of a zero-th order reaction is proportional to initial concentration of the reactant"
Generate a Chemistry multiple choice question:,"Which of the following species has an unpaired electron, according to the VSEPR [ves-per] model? W) IF [I-F-3] 3 X) IF [I-F-5] 5 Y) [BrF ]- [negative charge on B-R-F-5] 5 Z) [BrF ]2- [negative two charge on B-R-F-3] 3"
Generate a Math multiple choice question:,"In order to find the average size of families in a particular town, a surveyor took a simple random sample of individuals and asked each of them how many people were in his or her family. Which of the following is TRUE regarding the surveyor’s findings? W) The surveyor’s calculated average will likely be greater than the actual average X) The surveyor’s calculated average will likely be less than the actual average Y) The surveyor’s calculated average will likely be equal to the actual average Z) It is equally likely that the surveyor’s calculated average will be less than or greater than the actual average"
Generate a Math multiple choice question:,"Let x = 0.123456789101112…99 [x equal zero point one, two, three, four, five, six, seven, eight, nine, one, zero, one, one, one, two, continuing on through nine, nine], where the decimal digits are obtained by writing the integers 1 through 99 in order. What digit is in the 99th decimal place? W) 3 X) 4 Y) 5 Z) 6"
Generate a Physics short answer question:,"What group of subatomic particles, known to be emitted by the reactions that take place in the Sun, were recently confirmed to oscillate between three flavors, explaining the discrepancy between expected and observed numbers of these particles emitted by the Sun?"
Generate a Physics short answer question:,An ideal refrigerator absorbs heat at -23˚C and exhausts it at 27˚C. What is its coefficient of performance?
Generate a Biology short answer question:,Biology – Short Answer What is the term for the specialized reproductive organ that characterizes angiosperms?
Generate a Biology short answer question:,Biology – Short Answer Identify all of the following three molecules of which ribosomes are composed: 1) RNA; 2) DNA; 3) Proteins.
Generate a Chemistry short answer question:,Chemistry – Short Answer What relationship predicts that the partial pressure of gas-phase molecules above a liquid varies exponentially with the reciprocal of temperature?
Generate a Chemistry short answer question:,Chemistry – Short Answer What is the oxidation state of the sulfur atom in the sulfate ion?
Generate a Energy multiple choice question:,"Energy – Multiple Choice Scientists at Brookhaven National Lab are studying artificial photosynthesis. To do so, they have coupled chromophores to catalysts by adding long alkyl [AL-kul] tails to each one. These alkyl tails then tether the two molecules together. Which of the following forces is most influential in providing the tethering force? W) London dispersion X) Dipole-dipole Y) Hydrogen bonds Z) Ionic"
Generate a Energy short answer question:,Energy – Short Answer Scientists at Pacific Northwest National Lab are developing sodium-ion batteries. Identify all of the following three statements that are potential advantages of these batteries: 1) They are less flammable than lithium-ion batteries; 2) They are more efficient than lead-acid batteries; 3) They are rechargeable.
Generate a Math multiple choice question:,Math – Multiple Choice Which of the following best describes the relationship between the lines with equations 5x + 4y = 20 and 12x – 15y = 60? W) Parallel X) Perpendicular Y) Intersecting but not perpendicular Z) Coincident
Generate a Math short answer question:,Math – Short Answer One of the zeroes of the polynomial x3 + 2x2 + 36x + 72 is the complex number –6i. What is the value of the real zero of the polynomial?
Generate a Physics short answer question:,Physics – Short Answer Metal detectors function by using an alternating magnetic field to generate small loops of electric current in metal objects. What is the term for these loops?
Generate a Physics short answer question:,"Physics – Short Answer A beam of light exits a uniform material into vacuum with an incident angle of 30 degrees. If the angle of refraction is 45 degrees, then what is the index of refraction of the material?"
Generate a Biology short answer question:,Biology – Short Answer What is the term for metabolic reactions that require the input of energy to build up complex molecules?
Generate a Biology multiple choice question:,Biology – Multiple Choice Which of the following best demonstrates paracrine [para-krin] signaling? W) A tumor cell creates its own growth factors X) An allergen results in localized histamine release Y) The pituitary gland secretes vasopressin [VAY-zoh-pressin] in response to thirst Z) The pancreas produces insulin after a meal
Generate a Chemistry multiple choice question:,Chemistry – Multiple Choice Which of the following is a valid combination of units to express entropy? W) Joule-kelvins X) Newton-meters per degree Celsius Y) Watts per second-kelvin Z) Coulomb-volts per joule-kelvin
Generate a Chemistry multiple choice question:,Chemistry – Multiple Choice Which of the following changes would shift the equilibrium to the left for the exothermic reaction of solid calcium oxide with carbon dioxide gas to yield solid calcium carbonate? W) Decreasing the volume of the container X) Increasing the temperature Y) Increasing the pressure in the container by adding an inert gas Z) Doubling both the forward and reverse rate constants
Generate a Energy short answer question:,Energy – Short Answer Pacific Northwest National Lab researchers are studying the factors that lead to type one diabetes. One of the main causes is the death of what specific cell type within the pancreatic islets [EYE-lets]?
Generate a Energy multiple choice question:,Energy – Multiple Choice Ames Lab researchers are trying to understand the ground state of crystals using a jellium model. Jellium is a quantum model in which positive charges are assumed to be a uniform jelly. This is most similar to the assumptions made by which of the following atomic models? W) Bohr model X) Rutherford model Y) Atomic orbital model Z) Plum pudding model
Generate a Math short answer question:,Math – Short Answer Solve the following equation for x: log base 2 of open parenthesis x – 6 close parenthesis = 4?
Generate a Math short answer question:,"Math – Short Answer What is the sum of the distinct prime factors of 1,449?"
Generate a Physics multiple choice question:,"Physics – Multiple Choice Only two forces are acting on a large rigid body: one is 5 newtons upwards, and one is 5 newtons downwards. However, the object is not at equilibrium. Which of the following could be the reason why? W) External forces are acting on the object X) The net force is non-zero Y) The net torque [tork] is non-zero Z) The object had a non-zero initial speed"
Generate a Physics short answer question:,"Physics – Short Answer In kilocalories, how much energy is needed to heat a cubic meter of water from 15 degrees Celsius to 20 degrees Celsius?"
Generate a Biology short answer question:,Biology – Short Answer Operant and classical conditioning are both examples of what general type of learning through which animals relate one stimulus with another?
Generate a Biology short answer question:,"Biology – Short Answer Identify all of the following three statements that are true of quantitative traits: 1) They are usually polygenic; 2) Without selection, they will be bimodally distributed in a population; 3) Eye color in fruit flies is a quantitative trait."
Generate a Chemistry short answer question:,Chemistry – Short Answer Consider the reduction of ferric oxide with solid carbon to yield carbon monoxide and solid iron. How many atoms of carbon must be consumed to reduce one molecule of ferric oxide?
Generate a Chemistry short answer question:,Chemistry – Short Answer What is the resulting normality when 10 milliliters of a 3-molar sulfuric acid solution are added to 20 milliliters of a one-molar sodium hydroxide solution?
Generate a Energy short answer question:,Energy – Short Answer Researchers at Brookhaven National Lab are using a de-alloying technique to create nanostructured materials. The film that is their starting material is an alloy that is composed of the two most common elements in Earth’s core. What are these two elements?
Generate a Energy multiple choice question:,Energy – Multiple Choice Researchers at Fermi National Accelerator Lab are searching for supersymmetric pairs to known elementary particles. Which of the following best explains why these pairs need not have the same mass as their Standard Model counterparts? W) Supersymmetry is unrelated to gravity X) The mass of supersymmetric particles grows with the renormalization scale Y) Supersymmetry can be spontaneously broken Z) Supersymmetric pair particles are all required to be massless
Generate a Math short answer question:,Math – Short Answer A pyramid with 36 edges has how many vertices?
Generate a Math short answer question:,Math – Short Answer Consider an infinite geometric series with sum equal to 13/7 and first term 5/4. What is the value of the common ratio r for this series?
Generate a Physics multiple choice question:,"Physics – Multiple Choice Sophie is plotting the kinetic energy of a 5-kilogram mass on the y-axis and its speed on the x-axis. If she uses a log-log plot, which of the following curves would best fit her data? W) A parabola [puh-RAB-uh-la] X) A line with slope 1 Y) A line with slope 2 Z) A horizontal line"
Generate a Physics multiple choice question:,"Physics – Multiple Choice A wire on the x-axis is carrying current in the positive x direction. At the point (0, 1, 0), in what direction does the magnetic field generated by the wire point? W) Positive z X) Negative z Y) Positive y Z) Negative y"
Generate a Chemistry short answer question:,"Rank the following three acids from strongest to weakest: iodous [eye-OH-duhs] acid, bromic acid, bromous acid."
Generate a Chemistry multiple choice question:,"Like many thermodynamic quantities, the critical temperature of a substance is strongly dependent on the intermolecular forces present. Which of the following compounds has the highest boiling point? W) N 2 X) H S 2 Y) CO 2 Z) CH 4"
Generate a Math short answer question:,What is the absolute value of the difference between the arithmetic mean and the positive geometric mean of the numbers 1 and 25?
Generate a Math short answer question:,"In a collection of red, blue, and green marbles, there are 25% more red marbles than blue marbles, and there are 60% more green marbles than red marbles. If there are 50 red marbles, what is the total number of marbles in the collection?"
Generate a Physics multiple choice question:,A stone is dropped out of a horizontally moving train. Which of the following is the shape of the path that the stone follows before hitting the ground? W) Straight line X) Circular Y) Hyperbolic Z) Parabolic
Generate a Physics short answer question:,"If in a given DC circuit we double the voltage and halve the resistance, by what factor will the power be multiplied?"
Generate a Chemistry multiple choice question:,Which of the following fatty acids has the highest melting point? W) Capric X) Stearic [stee-AR-ik] Y) Palmitic Z) Lauric
Generate a Chemistry short answer question:,An unknown gas effuses through a tiny hole at a rate half that of methane. The molar mass of methane is 16 grams per mole. What is the molar mass of the unknown gas in grams per mole to the nearest whole number?
Generate a Biology short answer question:,What is the defining functional structure of the kidney?
Generate a Biology multiple choice question:,Which of the following techniques would you use to determine the 3-D structure of a protein? W) Mass spectrophotometry X) Nuclear magnetic resonance Y) X-ray crystallography [kris-tl-OG-ruh-fee] Z) Atomic absorption spectroscopy
Generate a Energy multiple choice question:,Which of the following statements is NOT true regarding solar cookers? W) Solar cookers that contain parabolic reflectors can cause fires X) Their use is limited by the weather Y) They do not reach high enough temperatures to sterilize water Z) They use no fuel
Generate a Energy short answer question:,Rank in descending order the coercive force typical for the following three materials: 1) pure iron; 2) rare earth magnet; 3) hard steel.
Generate a Math short answer question:,Set (cid:1843) contains all positive integers that are the differences of squares of consecutive prime numbers. What is the smallest element of (cid:1843) that is greater than or equal to 10?
Generate a Math short answer question:,"(cid:2869) 9) MATH Short Answer If the line y = x + 5 [y equals half x plus five] is rotated 270 degrees (cid:2870) clockwise around its x-intercept, what is the equation of its image?"
Generate a Biology multiple choice question:,"Which of the following is NOT true when comparing the 4 steps of aerobic respiration to the 2 steps of anaerobic respiration? W) Both utilize compounds other than glucose, such as lipids, for energy X) Both recycle NADH [N-A-D-H] to NAD+ [N-A-D plus] Y) Both have steps occurring in the cytoplasm Z) Only one produces pyruvate [py-ROO-vayt]"
Generate a Biology short answer question:,Identify all of the following four choices that would NOT be visible under a standard laboratory light microscope when visualizing a plant cell: 1) nucleus; 2) mRNA [M-R-N-A]; 3) cell wall 4) chloroplast.
Generate a Chemistry multiple choice question:,"The most accurate Lewis structure of phosphoric acid had one hydrogen atom bonded directly to the central phosphorous atom and two bonded to oxygen atoms. Given this information, which of the following terms best describes how phosphoric acid actually behaves in water? W) Monoprotic X) Diprotic Y) Triprotic Z) Amphiprotic [am-fi-PRUH_tik]"
Generate a Chemistry short answer question:,Identify all of the following compounds that will dissolve in water in an endothermic fashion: 1) ammonium nitrate; 2) sodium hydroxide; 3) sulfuric acid.
